id,author_id,created_at,text
126,kring_pajak,2025-07-18T01:31:49.000Z,"Hai, Kak.  Apakah yang dimaksud bukti potong A1 untuk tahun pajak 2025?    Notifikasi ""NIK invalid"" pada laman Coretax disebabkan karena atas NIK tersebut belum pemadanan/belum aktivasi NIK sebagai NPWP/belum registrasi akun Coretax.  Apabila lawan transaksi telah memenuhi"
127,xxxinanbluu,2025-07-18T01:27:33.000Z,"mau tanya skrg faktur pajak di nama bkp/jkp apa hrs ditulis jmlh unit dan harga jualnya sesuai di lampiran per 11 pj 2025, sedangkan di coretax sudah ada kolom unit, harga jual. kalau dari customer meminta namanya hrs sesuai inv bagaimana ya?  @kring_pajak"
128,Freyyyyaaaaaa,2025-07-18T01:22:16.000Z,@kring_pajak  kenapa ketika mau membuat ebupot PPH21 auto langsung logout ya dari aplikasi coretax? dan ini daei kemarin
129,kring_pajak,2025-07-18T01:20:21.000Z,"Hai, Kak. Mohon maaf atas ketidaknyamanannya. Apakah masih mengalami kendala yang sama? Terkait kendala loading pada saat pendaftaran NPWP melalui Coretax, silakan ditunggu terlebih dahulu ya, Kak. Jika masih belum bisa dan belum berhasil terkirim pendaftaran NPWP-nya, silakan"
130,arashthirt,2025-07-18T00:04:52.000Z,Coretax oalah coretax
131,Razorian3,2025-07-17T23:58:40.000Z,Eror coretax nya?
132,Justmet12,2025-07-17T23:55:01.000Z,"IKN, kertajati, kereta cepat, coretax???"
133,saraf1325,2025-07-17T22:50:01.000Z,Kayaknya sekarang akuntan harus punya basic skill di accurate sama coretax nder.
134,derafa74,2025-07-17T21:39:15.000Z,"Restitusi  PENDAHULUAN atas lebih bayar PPN JUNI 2025, sjak pake coretax baru kali ini progressnya tidak muncul di menu kasus saya, biasanya proses updatenya bisa dipantau di menu kasus saya, skrg kosong tdk ada kererangan apa2"
135,Setyawan_June,2025-07-17T21:11:21.000Z,Anonymus gak ada niat bikin coretax down setahun aja.
136,cakkrraa,2025-07-17T19:48:52.000Z,"benerin coretax nya dulu ya, nanti klo dah bener orang bayar pajak lebih seneng kok  jangan tolol macem eselon eselon mu"
137,crusadermon,2025-07-17T19:19:58.000Z,Oh iya trs utk pph final bulan juli kemarin saya sudah bayar dan saya cek di coretax billingnya masih tertunggak. Tolong atur dulu
138,ludictionariz,2025-07-17T15:42:46.000Z,tiap hari kerjaan temenku misuhi coretax
139,hawru29,2025-07-17T15:40:15.000Z,kalo accounting doang ada ga kak ? gua uda kenyang dg coretax soalnya
140,dagnaaf,2025-07-17T15:20:08.000Z,Gak kebayang lagi pas April 2026 coretax dibuka se Indonesia terus error. Submit lewat manakah jadinya?
141,navika_erc,2025-07-17T15:14:25.000Z,"Baru baca Renstra ranwal, eh surat  coretax masok kudu tuntas tgl 20. Sedangkan bulan Juni ada yg blm cair"
142,rahaiu_,2025-07-17T15:12:55.000Z,"@kring_pajak  2. apakah bisa dilakukan PBK PPh final atas penjualan tanah tahun 2023 apabila SSP sudah divalidasi oleh sistem DJP. Jika bisa dilakukan, untuk pengajuan lewat coretax atau langsung ke KPP? -cont"
143,rahaiu_,2025-07-17T15:12:08.000Z,"@kring_pajak  1. apakah bisa dilakukan PBK atas setoran PPh final atas penjualan tanah tahun 2019? Jika bisa dilakuan, untuk pengajuan lewat coretax atau langsung ke KPP (untuk syarat dokumen apa saja yang dibawa)? -cont"
144,Alfamaulana01,2025-07-17T15:00:38.000Z,Doa aja semoga coretax g dilanjut lg......
145,akuntanjasa,2025-07-17T14:00:00.000Z,"Hi hi hi Open Jasa  - Lapor SPT Tahunan Orang Pribadi, UMKM, Badan Usaha  - Keberatan Pajak - Banding Pajak - Tanggapan SP2DK - Pembuatan Neraca Laba Rugi + lapor SPT   #zonauang #jokipajak  #coretax"
146,FaizDila04,2025-07-17T12:01:04.000Z,Bedahara kantor masih ngamuk-ngamuk kalau di tanya coretax
147,akuntanjasa,2025-07-17T12:00:02.000Z,"Haaayyy Open Jasa  - Pembetulan SPT - SPT masa 15, 21, 22, 23, 26, 4 (2), Bulanan Unifikasi - Pembuatan Laporan Keuangan - Pembuatan Surat Keterangan Bebas Fiskal/Surat Keterangan Fiskal   #coretax   #zonauang   #jokipajak"
148,dikaizm,2025-07-17T11:58:10.000Z,"btw coretax termasuk merugikan negara, kok blm ada yg dikriminalisasi sich wok"
149,seaulee,2025-07-17T11:15:25.000Z,KELAAARR SMPE BIKIN REPORT HAHAY NEXT KTA BLAJAR CORETAX
150,txtdaritaxpayer,2025-07-17T11:05:28.000Z,"Hai, aku Sore. Istri kamu dari masa depan. Coretax masih sering error, btw. Dan Opung masih nyuruh kita nunggu 5-6 dekade lagi"
151,blckrosesoonday,2025-07-17T11:03:41.000Z,Masih 100 invoice lg belom gue input ke coretax..... Hadehhh
152,akuntanjasa,2025-07-17T11:00:00.000Z,"Haii Open Jasa  ~ Pembetulan SPT ~ SPT masa 15, 21, 22, 23, 26, 4 (2), Bulanan Unifikasi ~ Lapor SPT Tahunan Kurang Bayar/Lebih Bayar 10jt-800jt ~ Pembuatan Surat Keterangan Bebas Fiskal/Surat Keterangan Fiskal   #zonauang  #coretax  #jokipajak"
153,kring_pajak,2025-07-17T09:32:57.000Z,"Hai, Kak.   Mohon maaf atas ketidaknyamanannya. Saat ini permasalahan tersebut sedang ditangani oleh tim terkait. Taxmin menyarankan untuk mencoba langkah berikut sebelum mengakses Coretax kembali:  1. Pastikan koneksi internet stabil;  2. Clear cache & cookies pada browser yang"
154,hiarckuniverse,2025-07-17T09:31:16.000Z,"Kak, untuk lewat efaktur dekstop kan tidak ada satuan unit di faktur pajaknya, itu bagaimana ya?  Karena di efaktur dekstop kan tidak ada dan tidak support untuk keterangan satuan, tetapi di cek coretax bagian satuannya otomatis terisi dengan satuan lainnya."
155,terjxual,2025-07-17T09:22:00.000Z,"real, tiada hari untuk tidak marah2 karena coretax"
156,kring_pajak,2025-07-17T09:17:20.000Z,"Hai, Kak.  Apakah modul yang kakak maksud adalah aplikasi/akses untuk melakukan pelaporan SPT Tahunan PPh Badan di coretax?.  Jika iya, modul untuk SPT Tahunan PPh Badan saat ini belum tersedia ya Kak. Silakan ditunggu sampai dengan periode pelaporan berlangsung.  Tks *Osua"
157,kring_pajak,2025-07-17T09:16:23.000Z,"Hai, Kak.  Silakan login menggunakan akun PIC kemudian impersonate ke wajib pajak instansi pemerintah untuk menerbitkan bukti potong, ya Kak. Pastikan PIC sudah membuat Kode Otorisasi (KODJP) di akun coretax pribadinya. Pembuatan kode otorisasi atau sertifikat elektronik hanya"
158,kring_pajak,2025-07-17T09:13:38.000Z,"Hai Kak, Untuk pelaporan SPT Masa PPN yang tepat waktu maupun terlambat keduanya dapat dilaporkan melalui Coretax ya Kak. Berikut tutorial untuk pelaporan PPN status kurang bayar https://youtube.com/watch?v=8kOBPii1eLc… Berikut tutorial untuk pelaporan PPN status Nihil"
159,kring_pajak,2025-07-17T09:04:06.000Z,"Mohon maaf atas ketidaknyamanan yang dialami. Silakan melakukan langkah berikut sebelum mengakses laman Coretax: 1. Bersihkan cache & cookies di browser yang digunakan. 2. Gunakan mode New Incognito atau New private window. 3. Gunakan browser, perangkat, dan/atau sambungan"
160,kring_pajak,2025-07-17T09:01:29.000Z,"Hai, Kak.  Mohon maaf atas ketidaknyamanannya. Atas kendala error 400 OK silakan mencoba untuk mengganti format date and region pada komputer yang digunakan menjadi UTC+7 Bangkok Hanoi Jakarta.   Selain itu silakan juga mencoba langkah berikut sebelum mengakses Coretax:  1."
161,akuntanjasa,2025-07-17T09:00:03.000Z,Hellaw Open Jasa   ~ Banding Pajak ~ Bukti Potong ~ Tanggapan SP2DK ~ Pembuatan Laporan Keuangan ~ Pembuatan Neraca Laba Rugi + lapor SPT   #zonauang  #coretax  #jokipajak
162,kring_pajak,2025-07-17T08:41:10.000Z,"Hai, Kak.    Betul kak. Sesuai informasi sebelumnya untuk saat ini sistem Coretax telah mengakomodir pemilihan alamat dan NITKU cabang apabila transaksi dilakukan oleh cabang.  Tks*Hita"
163,kring_pajak,2025-07-17T08:41:09.000Z,"Hai, Kak. Yang dimaksud Contact Center pada Pasal 45 ayat (2) PER-7/PJ/2025 adalah Kring Pajak 1500200. Namun saat ini, penghapusan NPWP badan hanya dapat diajukan secara langsung ke KPP Terdaftar, melalui pos, perusahaan jasa ekspedisi, atau jasa kurir dan melalui akun coretax"
164,easy3gesrek,2025-07-17T08:39:47.000Z,Blekok siah coretax
165,kring_pajak,2025-07-17T08:32:39.000Z,"Hai, Kak. Untuk mendapatkan Bukti Penerimaan Negara (BPN) tersebut, silakan dapat melakukan konfirmasi ke lawan transaksi ya, Kak. Dalam hal ini, SSP tersebut belum tersedia pada coretax pihak penjual.  Tks*Okni"
166,riillear,2025-07-17T08:31:19.000Z,"@kring_pajak  selamat siang Pak/Bu ingin bertanya jika sudah mengajukan pencabutan pkp di coretax, apakah bisa langsung mengajukan non aktif npwp?"
167,kring_pajak,2025-07-17T08:29:08.000Z,"Hai, Kak. Boleh dijelaskan lebih detail terkait yang dimaksud atas pembayaran VAT OS ? Secara umum, penginputan BPN atas pembayaran FP yang dipersamakan sebagai faktur pajak, dapat diinput melalui menu efaktur > Dokumen Lain Pajak Masukan pada aplikasi Coretax DJP. Kakak dapat"
168,Kanshaun,2025-07-17T08:28:57.000Z,saya menanyakan untuk wajib pajak dana pensiun. bagaimana cara pelaporan angsuran pph 25 di coretax?
169,kring_pajak,2025-07-17T08:28:18.000Z,"Hai, Kak. Untuk KK bisa menggunakan salinan atau soft file ya kak, mohon dipastikan jika datanya dapat dibaca dengan jelas. Jika sudah melakukan pemadanan, kakak bisa melakukan aktivasi akun di Coretax. Untuk Wajib Pajak OP yang telah terdaftar sebelumnya, namun belum memiliki"
170,kring_pajak,2025-07-17T08:23:25.000Z,"Hai, Kak.  Tidak terdapat perbedaan tata cara pengisian faktur pajak baik melalui aplikasi e-faktur desktop maupun  melalui coretax, tata cara pengisian faktur pajak tetap mengacu pada ketentuan Lampiran PER 11/PJ/2025 pada halaman 285   huruf b.  Tks*Wara"
171,kring_pajak,2025-07-17T08:22:30.000Z,"Hai, Kak.  Pembayaran pajak pada SPT Unifikasi di Coretax merupakan satu kesatuan dengan penyampaikan SPT. Sesuai dg PMK 81 Tahun 2024 Pasal 109 ayat (3), pembayaran pajak sebagai satu kesatuan dengan penyampaian Surat Pemberitahuan (SPT) tidak dapat diajukan Pemindahbukuan."
172,kring_pajak,2025-07-17T08:20:37.000Z,"Hai, Kak. Deposit Pajak dapat digunakan untuk pembayaran tunggakan pajak yang Wajib Pajak miliki ya. Kakak dapat mengaksesnya pada akun Coretax dengan mengikuti langkah-langkah sebagai berikut: a. Pilih modul Pembayaran b. Pilih Pembuatan Billing atas Tagihan Pajak c. Pilih"
173,kring_pajak,2025-07-17T08:19:18.000Z,"Hai, Kak.  Dokumen CK-2/CK-3 dapat digunakan sebagai pengurang CK-1 di Dokumen Lain - Pajak Keluaran. Untuk penginputan CK-2/CK-3, silakan Kakak coba input di Coretax melalui menu e-Faktur > Dokumen Lain > Retur Dokumen Lain Keluaran > Buat Retur> Nomor Dokumen diisi dengan data"
174,kring_pajak,2025-07-17T08:13:26.000Z,"Hai, Kak.  Apakah saat ini masih mengalami kendala yang sama? Mohon kesediaannya untuk mencoba kembali dengan melakukan clear, cache, dan cookies terlebih dahulu di browser yg digunakan sebelum mengakses laman coretax kembali dan dapat menggunakan private window"
175,kring_pajak,2025-07-17T07:54:55.000Z,"Hai, Kak.  Untuk perekaman Dokumen Lain Pajak Keluaran di Coretax, silakan dilakukan sesuai langkah berikut: 1. Login ke akun PIC, jangan lupa untuk melakukan proses “Impersonate”; 2. klik menu e-Faktur; 3. pada menu Dokumen Lain, klik Pajak Keluaran; 4. jenis transaksi, pilih"
176,Pajaktjgredeb,2025-07-17T07:53:02.000Z,"#KawanPajak, yuk pahami lebih dekat perlakuan penghasilan istri di Coretax DJP! Tahukah kamu? Status NPWP suami dan istri bisa digabungkan atau dipisah, lho, melalui ketentuan pisah harta (PH) dan memilih terpisah (MT). Ini memudahkan pelaporan pajakmu sesuai kondisi."
177,kring_pajak,2025-07-17T07:52:35.000Z,"Hai, Kak.  Mohon maaf atas ketidaknyamanannya. Saat ini permasalahan terkait SPT Masa PPh Unifikasi sedang ditangani oleh tim terkait.  Silakan mencoba kembali secara berkala. Taxmin menyarankan untuk mencoba langkah berikut sebelum mengakses Coretax kembali: 1. Pastikan koneksi"
178,kring_pajak,2025-07-17T07:51:05.000Z,"Hai, Kak.  Terkait perbedaan nomor telepon, apakah yang kakak maksud nomor telepon di Coretax berbeda dengan nomor telepon yang terdaftar di djponline?. Jika iya, nomor telepon yang terdaftar di Coretax merupakan nomor telepon yang digunakan pada saat aktivasi akun Coretax. Jika"
179,Pajaktjgredeb,2025-07-17T07:49:57.000Z,"#KawanPajak Mulai 2026, pelaporan SPT Tahunan PPh 2025 dilakukan lewat Coretax DJP. Setelah aktivasi akun, buat Kode Otorisasi/Sertifikat Digital (KO/SD) untuk menandatangani SPT. Caranya? Login ke Coretax DJP > Portal Saya > Permintaan KO/SD."
180,kring_pajak,2025-07-17T07:48:34.000Z,"Hai, Kak. Untuk mekanisme impor xml, sistem akan tetap melakukan validasi atas isian pada template saat proses posting ke coretax. Pastikan kolom - kolom pada xml yang akan diimpor telah diisi sesuai ketentuan. Tks*Awan"
181,kring_pajak,2025-07-17T07:47:59.000Z,"Hai, Kak.    Untuk pengecekan status NPWP, Kakak dapat cek pada akun Coretax (http://coretaxdjp.pajak.go.id) di menu Portal Saya -> Profil Saya.  Pada menu Ikhtisar Profil Wajib Pajak terdapat Informasi Status Wajib Pajak.     Selain itu, untuk pengecekan status NPWP, Kakak juga dapat"
182,kring_pajak,2025-07-17T07:44:23.000Z,"Hai, Kak.  Sesuai dengan ketentuan Peraturan Direktur Jenderal Pajak Nomor PER-7/PJ/2025, penerbitan Dokumen berupa Kartu NPWP dilakukan dalam jangka waktu paling lama 1 (satu) hari kerja setelah data pendaftaran disampaikan. Dokumen NPWP dapat dilihat pada Akun Coretax Wajib"
183,DwikiAuditya,2025-07-17T07:40:07.000Z,"aktivasi dlu ka, atau lgsg coba menu lupa sandi, kalo pas masukin nik ada preview email/ no hp bisa lgsg lewat menu lupa sandi, nnti d kirim link buat setting password masuk coretax, kalonga muncul preview aktivasi dlu"
184,kring_pajak,2025-07-17T07:38:40.000Z,"Hai, Kak.  Mohon maaf atas ketidaknyamanan yang dialami. Apabila kakak sudah akses dengan login NIK PIC kemudian impersonated ke NPWP perusahaan dan masih error 401, gangguan tersebut disebabkan karena load ke server yang sedang tinggi, sebelum mengakses coretax disarankan untuk"
185,LaporSPTYUK,2025-07-17T07:38:01.000Z,harus bikin akun lg di coretax kak
186,Ryan_Theblues,2025-07-17T07:36:49.000Z,Siang min. Mau buat A1 karyawan resign. Cuma pas di input di coretax NIK invalid padahal cek di data bpjs ketenagakerjaan NIK nya valid ada solusi min?  @kring_pajak
187,dewirahayu98,2025-07-17T07:34:46.000Z,Apakah harus ada pengajuan dulu ke bea cukai kak? Atau bisa lgsg create di coretax
188,kring_pajak,2025-07-17T07:31:47.000Z,"Hai, Kak. Terkait pembuatan faktur dari efaktur desktop memerlukan beberapa saat untuk sinkronisasi di akun Coretax pembeli. Silahkan cek kembali secara berkala ya Kak.  Tks*Pata"
189,DwikiAuditya,2025-07-17T07:29:48.000Z,udah aktivasi d coretax sebelumnya kak ?
190,kring_pajak,2025-07-17T07:28:32.000Z,"Hai, Kak.  Wajib Pajak diberikan kesempatan untuk menyampaikan penjelasan atas SP2DK secara: 1. tatap muka langsung 2. tatap muka melalui media audio visual 3. tertulis.  Untuk menyampaikan penjelasan melalui Coretax, pastikan nomor kasus sudah muncul di akun Coretax Wajib Pajak."
191,kring_pajak,2025-07-17T07:23:53.000Z,"Hai, Kak.  Karena Coretax berbasis web, maka akun Coretax dapat dibuka dalam waktu yang bersamaan di gawai yang berbeda sepanjang diawasi penggunaannya ya Kak.  Tks*Pata"
192,velaxzs,2025-07-17T07:16:09.000Z,tolong ini penandaan geometris di coretax error terus bjirrrrrrr
193,kring_pajak,2025-07-17T07:16:07.000Z,"Hai, Kak.  Sepanjang PIB tersebut termasuk dalam daftar pajak masukan yang tidak dikreditkan atau yang mendapat fasilitas, maka silakan input secara manual di Coretax melalui menu e-Faktur > Dokumen Lain Pajak Masukan > pilih ""Buat Dokumen Lain Masukan"" > Input Data dan untuk"
194,kring_pajak,2025-07-17T07:13:12.000Z,"Hai, Kak. Jika yang dimaksud data faktur pajak masukkan tidak muncul di coretax, silahkan pastikan menu filter di faktur pajak masukkan tidak ada yang aktif ya kak.  Terkait NPWP 15 digit tampilannya sudah benar kak.  Tks*Eyto"
195,kring_pajak,2025-07-17T07:05:00.000Z,"Hai, Kak.  Mohon maaf atas ketidaknyamanannya. Saat ini permasalahan terkait SPT Masa Unifikasi sedang ditangani oleh tim terkait.  Silakan mencoba kembali secara berkala. Taxmin menyarankan untuk mencoba langkah berikut sebelum mengakses Coretax kembali: 1. Pastikan koneksi"
196,interniat,2025-07-17T07:03:41.000Z,@kring_pajak  min aku mau login coretax kenapa ga bisa ya? Udah coba pakai npwp maupun nik tapi ga bisa
197,kring_pajak,2025-07-17T07:02:12.000Z,"Hai Kak, Apakah yang dimaksud restitusi menggunakan ""Formulir Restitusi Pajak"" dalam menu Pembayaran di Coretax? Jika Ya, maka dapat mengacu pada PMK 81 Tahun 2024 ya, Kak. Tks*Oska"
198,zeromilez,2025-07-17T06:39:51.000Z,sebwa terobosan ngerjain coretax sambil nongton ulang tds4
199,kring_pajak,2025-07-17T06:39:20.000Z,"Hai, Kak.  Mohon maaf atas ketidaknyamanannya. Boleh diinformasikan notifikasi error tersebut muncul pada saat Kakak melakukan proses apa? Kakak juga dapat mencoba beberapa langkah berikut sebelum kembali mengakses Coretax: 1. Pastikan koneksi internet stabil; 2. Clear cache &"
200,coretax404,2025-07-17T06:28:41.000Z,Kalau artikelnya terkait coretax seru nih
201,ParisNonik,2025-07-17T06:28:21.000Z,"@kring_pajak  kak, ini solusi utk semua masalah coretax sepertinya ya? Lu kapan rencana benerin? Djp online ngga pernah ada suruh solusi begini. Lu solusinya ini melulu, orang kalo sdh nanya tu sdh pasti lakukan langkah2 standard, mentok baru nanya, tlg jawabnya jng standard gitu."
202,tadeanz,2025-07-17T06:26:57.000Z,sumpah coretax error lagi kah? gua ga bisa liat history faktur anjirrr urgent cok
203,pajakkaltimtara,2025-07-17T06:26:56.000Z,"#KawanPajak Mulai 2026, pelaporan SPT Tahunan PPh 2025 dilakukan lewat Coretax DJP. Setelah aktivasi akun, buat Kode Otorisasi/Sertifikat Digital (KO/SD) untuk menandatangani SPT. Caranya? Login ke Coretax DJP > Portal Saya > Permintaan KO/SD."
204,salmasalaman_,2025-07-17T06:16:19.000Z,Oh gini stressnya coretax…
205,askmearmything,2025-07-17T06:11:49.000Z,Tapi kan lawak yakkkk.. Ini pasal 22 terus nanti dikonversi ke pp23 kek mana? Coretax udah mampu? Terus udah baca yang kayak sewa tanah dan bangunan via pmse belom? ITU KEKONYOLAN YANG HAKIKI
206,akuntanjasa,2025-07-17T06:00:02.000Z,"Hwello Open Jasa  - Pembetulan SPT - SPT masa 15, 21, 22, 23, 26, 4 (2), Bulanan Unifikasi - Pembuatan Laporan Keuangan - Pembuatan Surat Keterangan Bebas Fiskal/Surat Keterangan Fiskal   #coretax  #zonauang #jokipajak"
207,kring_pajak,2025-07-17T05:55:25.000Z,"Hai, Kak.  Dapat diinformasikan lebih lanjut untuk data laporan SPT dimaksud apakah terkait riwayat pelaporan SPT sebelum coretax? Jika ya, Mohon maaf saat ini terkait data riwayat pelaporan tersebut tidak ditampikan dalam akun coretax ya, Kak.  Tks*Srni"
208,akuntanjasa,2025-07-17T05:00:00.000Z,"Holla Open Jasa  ~ Pembetulan SPT ~ SPT masa 15, 21, 22, 23, 26, 4 (2), Bulanan Unifikasi ~ Lapor SPT Tahunan Kurang Bayar/Lebih Bayar 10jt-800jt ~ Pembuatan Surat Keterangan Bebas Fiskal/Surat Keterangan Fiskal   #zonauang #coretax #jokipajak"
209,wufbernardbear,2025-07-17T04:56:36.000Z,"@kring_pajak  min, aku ada retur 2025 masukan atas referensi FP 2024, tapi status FP di coretax masih Approved, padahal di efaktur desktop sudah terkreditkan. Solusinya apa ya min?"
210,kring_pajak,2025-07-17T04:53:36.000Z,"Hai, Kak. Mohon maaf atas ketidaknyamanannya. Sampai dengan saat ini, belum terdapat informasi resmi mengenai kendala bupot unifikasi hilang atau tidak muncul pada saat pelaporan SPT di akun Coretax wajib pajak. Taxmin menyarankan untuk mencoba langkah berikut  sebelum mengakses"
211,uwiyari,2025-07-17T04:51:35.000Z,"@kring_pajak  min utk spt tahunan badan di coretax, apa ada modulnya?"
212,HaySeiya,2025-07-17T04:46:17.000Z,"@kring_pajak  siang kak, mau bertanya, dimana bisa dapat referensi untuk satuan ukur terbaru? di pengisian coretax sudah terdapat ""drum"" sedangkan di referensi yg di download dr converter, belum ada UM yang menunjuk ke ""drum"", mohon dibantu untuk UM yang lengkap, terimas kasih"
213,DwikiAuditya,2025-07-17T04:39:02.000Z,"On terus ya yg msh ada kendala pembuatan npwp badan (gabisa klik lanjut) bisa lanjut ketok DM, d bantu proses krg dr stgh jam...  #zonauang #zonajajan #npwp #coretax"
214,naaeenaa,2025-07-17T04:35:38.000Z,"@kring_pajak  min mau tanya kalo periode pembukuan di spt ppn coretax muncul 04-03 yang seharusnya 01-12, itu cara merubahnya gimana ya? mohon infonya min"
215,pajakrantau116,2025-07-17T04:34:48.000Z,"#KawanPajak Mulai 2026, pelaporan SPT Tahunan PPh 2025 dilakukan lewat Coretax DJP. Setelah aktivasi akun, buat Kode Otorisasi/Sertifikat Digital (KO/SD) untuk menandatangani SPT. Caranya? Login ke Coretax DJP > Portal Saya > Permintaan KO/SD.  Simak langkah lengkapnya berikut!"
216,Kanshaun,2025-07-17T04:30:08.000Z,"@kring_pajak  pagi admin, mau tanya untuk melakukan laporan perhitungan angsuran pph pasal 25 di coretax bagaimana? tolong jelaskan untuk menu atau tutorial di coretax"
217,hayhello15,2025-07-17T04:29:37.000Z,"kalo versiku : 2024 mumet sp2dk, 2025 emosi coretax sekarang nemu kemumetan dan keemusuhan baru bernama pemeriksaan pajak"
218,derafa74,2025-07-17T04:27:51.000Z,"@kring_pajak  coretax pd menu kasus saya knapa smpai skrg ga terupdate? pngajuan restitusi pendahuluan ppn dri tgl 8/7/2025 biasanya tercntum lngkap progressnya sjk awal lapor, ini blank sma skali, ini diproses ga pngajuannya?? tlong ksih solusi yg spesifik,jgn jwaban tmplate min"
219,PerdanaOct,2025-07-17T04:22:29.000Z,"@kring_pajak  selamat siang, izin menanyakan, bagaimana cara input BPN atas pembayaran VAT OS sebagai FP yang dipersamakan sebagai faktur pajak masukan di coretax? Terima kasih"
220,drmwndhva,2025-07-17T04:17:55.000Z,"coretax memang ancur, bisa2 nya nge log out mulu, udah login ke 4 kali lo ini"
221,kring_pajak,2025-07-17T03:14:24.000Z,"Hai, Kak.  Mohon maaf atas ketidaknyamanannya. Jika sudah ubah password dan berhasil login, seharusnya tidak diminta ubah password lagi. Namun apabila Kakak masih mengalami kendala tersebut, silahkan kakak coba beberapa Langkah berikut sebelum mengakses Coretax: 1. Clear cache"
222,ichliebieu,2025-07-17T03:13:44.000Z,"Halo min, jika tahun buku perusahaan saya Juli 2024 - Juni 2025, untuk SPT Tahunan badan 2024 apakah masih menggunakan e-form atau harus menggunakan coretax?  @kring_pajak  @PajakTanahAbng2"
223,kring_pajak,2025-07-17T03:13:39.000Z,"Hai, Kak. Perubahan direksi Badan dapat dilakukan secara mandiri pada aplikasi Coretax pada menu 'Portal Saya', klik 'Profil Saya', klik 'Informasi Umum', klik 'Edit' , klik 'Pihak Terkait'.  Kemudian lakukan pembaruan data sesuai keadaan sebenarnya, kemudian centang pernyataan"
224,rajs__,2025-07-17T03:11:55.000Z,@kring_pajak  halo ka id billing ppnjln sudah benar memasukan masa Juni 2025 tapi kenapa di coretax masa pajak juli ya dan ini ke lock gabisa di edit?
225,sunflowerdusk_,2025-07-17T03:10:48.000Z,"@kring_pajak  halo min, mau tanya terkait akun impersonate coretax, apakah bisa dibuka dan dijalankan secara bersamaan di PC yang berbeda ?"
226,rifkialfahrizal,2025-07-17T03:07:33.000Z,"Selama ini istri sudah jadi PIC di Coretax min, jika kita nonaktifkan NPWP dan digabungkan ke Suami, berarti PIC di Badan Usaha ga otomatis ilang kan min?"
227,kring_pajak,2025-07-17T03:05:33.000Z,"Hai, Kak.  Taxmin konfirmasi terlebih dahulu, VATOS yang dimaksud seperti apa ya kak?  Apabila yang dimaksud adalah PPN Jasa Luar Negeri, maka berikut tatacara input di Coretax. Pada menu eFaktur pilih Dokumen Lain Pajak Masukan pilih Prepopulated Data Pembayaran (Create From"
228,kring_pajak,2025-07-17T03:05:02.000Z,"Hai, Kak. Mohon maaf atas ketidaknyamanannya. Taxmin ralat informasi pada jawaban sebelumnya ya, Kak. Untuk saat ini belum tersedia fitur untuk melakukan unduh bukti potong PPh Unifikasi secara masal pada aplikasi Coretax.  Tks*Isto"
229,kring_pajak,2025-07-17T03:02:07.000Z,"Hai, Kak.  Mohon maaf atas ketidaknyamanan yang dialami.   Apakah Kakak terkendala melakukan pendaftaran NPWP dengan aktivasi NIK di Coretax?  Apabila iya, terkait error Activation: 400 OK, silakan dicoba untuk mengganti format date and region pada komputer yang digunakan menjadi"
230,akuntanjasa,2025-07-17T03:00:03.000Z,Hallo Open Jasa   ~ Banding Pajak ~ Bukti Potong ~ Tanggapan SP2DK ~ Pembuatan Laporan Keuangan ~ Pembuatan Neraca Laba Rugi + lapor SPT   #zonauang #coretax #jokipajak
231,akuntanjasa,2025-07-17T02:00:02.000Z,"Awllo Open Jasa  - Lapor SPT Tahunan Orang Pribadi, UMKM, Badan Usaha  - Keberatan Pajak - Banding Pajak - Tanggapan SP2DK - Pembuatan Neraca Laba Rugi + lapor SPT   #coretax  #zonauang #jokipajak"
