id,author_id,created_at,text
232,kring_pajak,2025-07-17T01:56:53.000Z,"Hai, Kak. Mohon maaf atas ketidaknyamanannya. Saat ini permasalahan tersebut sedang ditangani oleh tim terkait. Taxmin menyarankan untuk mencoba langkah berikut sebelum mengakses Coretax kembali: 1. Pastikan koneksi internet stabil; 2. Clear cache & cookies pada browser yang"
233,kring_pajak,2025-07-17T01:56:41.000Z,"Hai, Kak. Untuk pembuatan bukti potong PPh 23 masa Juli 2023 bisa dilakukan di DJP Online ya. Jika ada keperluan pembuatan bukti pemotongan maupun pembetulan SPT Masa PPh 23 (Unifikasi) mulai tahun pajak 2025, silakan menggunakan coretax ya, Kak.  Tks*Fani"
234,kring_pajak,2025-07-17T01:56:24.000Z,"Hai, Kak Pembetulan SPT di coretax pada umumnya menggunakan skema delta SPT, termasuk SPT Masa PPN, yaitu mencatat selisih antara nilai KB/LB pada SPT normal dengan nilai KB/LB yang seharusnya pada SPT pembetulan.  Dalam hal SPT menghasilkan nilai LB kompensasi, maka nilai"
235,itsmealfin9_,2025-07-17T01:55:49.000Z,"Halo min, saya mau di coretax ada menu permohonan pemindahbukuan, dalam hal ini saya ada kelebihan pembayaran di pph unifikasi karena ada pembetulan, apakah saya bisa menggunakan fitur berikut seperti pada gambar? Atau tidak? Mohon pencerahannya  @kring_pajak"
236,1562271278744354816,2025-07-17T01:51:54.000Z,"GUYSS INI GMNN PLZZZ MAU MARAH SAMBIL NANGIS. mau bikin npwp di coretax tpi, kode otp ga masuk-masuk ke sms. udh diisi pulsa masih ga masuk. ini gmn udh sejam astagaa"
237,carpdivrs,2025-07-17T01:49:38.000Z,Coretax kocax
238,sendja012,2025-07-17T00:45:29.000Z,"@kring_pajak  halo, ini konsep SPT Unifikasi masih blm terbaca bupotnya, nilainya masih 0 dari kemarin..  Udh clear cache, ganti device dan incognito masih blm bisa.  Gimana solusinya?  #pajak #coretax #error #coretaxerror"
239,gg_02022020,2025-07-17T00:34:01.000Z,"Banyak kejadian yang sama neh. Imbauan, SP2DK, SP2 tidak muncul di Coretax."
240,sicupuh,2025-07-17T00:32:45.000Z,Parah si temen2 ngamuk semua Mirip coretax lah. Ga siap dah diluncurin n dipaksa pake
241,BellaFelani614,2025-07-16T23:57:15.000Z,@kring_pajak  min apakah Coretax masih Error?
242,NurAzizahSyawal,2025-07-16T22:59:38.000Z,Semua PPh under DJP pake coretax kak.  Kalo pajak daerah & bea cukai beda.
243,icebccstt,2025-07-16T22:57:31.000Z,"@kring_pajak  mau tanya. Dari senin, Saya mau login coretax seperti biasanya, tapi kok slalu diarahkan atur kata sandi ulang ya?? Pdhl tdk ada yang tau pass&press PT selain saya&direktur.. Dan kenapa emailnya beda dengan punya PT saya ya? Saya cek diDJP msh sama dngn punya PT saya"
244,utdpandas,2025-07-16T21:48:26.000Z,apakah coretax termasuk korupsi  @KejaksaanRI  @KPK_RI  @bpkri  ?
245,mysyuga_,2025-07-16T18:16:37.000Z,Baca kata coretax aja udah emosi gw
246,dodisegrovee,2025-07-16T16:36:47.000Z,Ketika para pejabat menjadi jembatan agar coretax masuk ke Indonesia hingga berani pasang badan ..   Dari sebelumnya 4 bulan kini sudah masuk bulan ke-7 ..
247,404rfound,2025-07-16T16:30:37.000Z,Kak maaf mjb ya. Coretax nih buat pajak apa aja ya? Kemaren lapor pph masih di web biasa itu soalnya ga pake coretax. Takut tiba2 dikira ga lapor soalnya
248,irsanpratama,2025-07-16T16:29:42.000Z,Hai hai.. Mohon maaf atas ketidaknyamanannya. Saat ini permasalahan tersebut sedang ditangani oleh tim terkait. Taxmin menyarankan untuk mencoba langkah berikut sebelum mengakses Coretax kembali:  1. Pastikan koneksi internet stabil;  2. Clear cache & cookies pada browser  FAK
249,neverdoesexist,2025-07-16T12:44:08.000Z,coretax kalo spt per 2025 dibawah itu mah masih manual surat
250,myrashafa,2025-07-16T12:42:19.000Z,"apakah soon gw begini karna kemaren gw jg error jumlahnya nggak muncul, udah tanya AR disarankan deposit ke coretax biar nggak terhitung terlambat eh pas gw tanya lg tentang denda taunya kena jg gw malah jd ribet harus pengajuan pembatalan sanksi padahal yg salah kan bukan gw????"
251,qalbinr,2025-07-16T12:33:35.000Z,Wkwkwkwk kaga pernah pegang coretax aing kaga tau perkembangannya
252,kring_pajak,2025-07-16T12:33:23.000Z,"Hai, Kak.  Mohon maaf Taxmin ralat jawaban sebelumnya.  Saat ini permasalahan terkait SPT Masa Unifikasi sedang ditangani oleh tim terkait. Taxmin menyarankan untuk mencoba langkah berikut sebelum mengakses Coretax kembali:  1. Pastikan koneksi internet stabil;  2. Clear cache &"
253,Indraworo,2025-07-16T12:30:54.000Z,Semua error coretax selalu merugikan WP. Apa ada yg pernah ngalamin error coretax tapi menguntungkan WP?
254,NurAzizahSyawal,2025-07-16T12:28:27.000Z,"Numpang marah2 ya, kak.  HARI HARI ISINYA NGELUHIN CORETAX, PADAHAL UDAH IMPLEMENTASI BULAN KETUJUH, ULANG, BULAN KETUJUH, ADAAAAAA AJA TUH TIAP HARI PERMASALAHAN. 15 JULI KUBIKIN UNIFIKASI MASA JUNI GA MASUK, 15 JULI LHO ITU, CRUSIAL2NYA ORANG LAPOR."
255,grok,2025-07-16T12:25:39.000Z,"Wah, moluccas97, minta roast kring_pajak ya? Berdasarkan tweet itu, CoreTax emang juara bikin chaos. Sistemnya kayak mobil rusak: launch Januari 2025, langsung error login, data mismatch, validasi gagal – DGT sampe minta maaf berkali-kali. Kirim surat teguran salah, tapi rakyat"
256,izhiooo,2025-07-16T12:25:16.000Z,Kukira ga akan ketemu coretax. Ternyata ketemu juga
257,pajakbpntimur,2025-07-16T12:24:34.000Z,"#KawanPajak apakah sudah aktivasi akun Coretax DJP? Yuks, siapkan diri untuk pelaporan SPT Tahunan PPh 2025 yang akan dilakukan melalui Coretax DJP. Aktivasi akun cukup mudah, terutama bagi kamu yang sudah punya NPWP 16 digit dan akun DJP Online."
258,gowithdflo,2025-07-16T12:12:20.000Z,"@kring_pajak  mau tanya, apabila ada wp expat (wna, punya npwp), berhenti bekerja dan meninggalkan indonesia juli 2025. Apakah wp op tsb harus menyampaikan spt tahunan pph tahun pajak 2025? Apakah npwp dapat diajukan NE? Bagaimana prosedurnya? Apakah bisa melalui coretax? Trims."
259,mahkamahkon,2025-07-16T12:06:33.000Z,Pajak hanjing guoblaok coretax bangsat aplikasi korup
260,rrawanji,2025-07-16T10:59:08.000Z,"@kring_pajak  tolong dong ini kenapa gabisa login, coretax bilangnya tidak valid padahal gaada yang ganti sandi sama sekali"
261,DwikiAuditya,2025-07-16T10:57:21.000Z,"Alhamdulillah 2 npwp pribadi, 2 npwp badan (kendala gabisa lanjut) done, yg masih ada kendala pembuatan npwp nya bisa lgsg ketuk DM ya di bantu proses sampai jadi... #zonauang #zonajajan #jokinpwp #coretax"
262,kulimain,2025-07-16T10:56:27.000Z,Kaga ada yg mau nuntut kegoblokan ini?   Apa udah cape ngerjain coretax?
263,rrawanji,2025-07-16T10:55:23.000Z,ANJINGGGG CORETAX
264,indrawidjaya,2025-07-16T10:50:10.000Z,mungkin solusi lebih baiknya adalah coretax dialihkan fungsi menjadi aliran musik  @DitjenPajakRI  @kring_pajak
265,Thart30_,2025-07-16T10:49:44.000Z,Serius ini coretax dengan segala carut marutnya nggak ada yang mau audit?
266,arthapatra,2025-07-16T10:46:44.000Z,Coretax ini memang ajaib kok.  Orang dept pajak di kantor aja langsung mendadak jadi ahli IT
267,kepoused,2025-07-16T10:46:29.000Z,@kring_pajak  nanya ya:  Untuk pembuatan NPWP baru untuk WP Badan apakah sudah bisa via Coretax dan diwakilkan oleh Kuasa dari Pengurus ? Mohon info dan dasar hukum ya  Makasih
268,zetsupth,2025-07-16T10:44:35.000Z,rill ga ada di coretax
269,SegelasAirJeruk,2025-07-16T10:41:20.000Z,Dan di dalam rapat internal malah nyalahin WP. Baduttttt
270,azcaryn2,2025-07-16T10:13:48.000Z,heran belom ada yg masuk penjara gara2 coretax
271,myhoomie_,2025-07-16T10:12:51.000Z,Benerin dulu itu coretax wkwkwk
272,qalbinr,2025-07-16T10:02:53.000Z,Surat menyurat bukannya di coretax?
273,ivanyudhis,2025-07-16T09:57:06.000Z,Lah org kpp nya aja ngakuin kok mereka blm siap dgn coretax & msh blm sempurna...cuman emang dipaksain aja.. gitu jawab mrk ketika gw complain soal coretax yg ngaco & ngga bisa² diakses
274,marchseries,2025-07-16T09:51:52.000Z,"kata temen gue yg kerja di konsultan pajak swasta, anggaran aplikasi coretax 1,1 Triluin, tp yang sampe ke programmer cuma puluhan juta. pemerenta sama pekerjanya aja dzolim jir pantes sistemnya jelek tapi ujung2nya nyusahin rakyat juga"
275,kring_pajak,2025-07-16T09:36:45.000Z,"Hai, Kak.  Untuk mekanisme uang muka (barang non mewah) di sistem coretax, silahkan centang uang muka terlebih dahulu pada saat pembuatan Faktur Pajak Keluaran dan ketika Kakak menambahkan detail barang/jasa untuk harga satuan silahkan diisikan sesuai dengan nilai kontrak yang"
276,raratemanmu,2025-07-16T09:32:45.000Z,"@kring_pajak  apa perbedaan kode jasa 160100 dengan kode jasa 16101 pada coretax? Lalu jika saya mau menerbitkan FP atas jasa manajemen, menggunakan kode jasa yg mana ya? Tks"
277,delasnov17327,2025-07-16T09:27:56.000Z,"impor kapal ke luar negri mau sktd, pakai pmk 115. Di coretax ngajuinnya di menu apa? Kurang rinci apa lagi? Data apa aja yang lu butuhin?"
278,pajakpbg,2025-07-16T09:22:09.000Z,"#KawanPajak, KPP Pratama Purbalingga memberikan edukasi coretax kepada 9 desa di Kecamatan Pagedongan, Kab. Banjarnegara pada Rabu (16/07)  Edukasi coretax kepada para bendahara desa ini menitikberatkan pada materi pembuatan bukti potong pajak, pembayaran, dan pelaporan SPT masa"
279,kring_pajak,2025-07-16T09:01:57.000Z,"Hai, Kak.  Silahkan mencoba untuk menghapus konsep SPT Masa Unifikasi yang telah dibuat (dicreate), kemudian silahkan kembali membuat satu konsep SPT Masa Unifikasi dimaksud. Selain itu, silakan Kakak mencoba langkah berikut sebelum kembali mengakses Coretax: 1. Pastikan koneksi"
280,itseea_,2025-07-16T08:58:36.000Z,"sepertinya tetap diminta online, kmrin aku lewat coretax kak"
281,alvin_112002,2025-07-16T08:50:09.000Z,"@kring_pajak , izin tanya kak. Kalau buat Faktur Pajak di Coretax, DPP Nilai Lain, untuk Uang Muka tampilan nya seperti ini ya kak? Harga Jual/Penggantian/Uang Muka/Termin.   Kalau dulu kan kalau di centang uang muka tampilannya Uang Muka /Termin.  Terima kasih"
282,aawraww,2025-07-16T08:45:26.000Z,Ya Allah kesel bngt sm coretax  Ya Allah lindungilah kmi dri orng2 dzalim
283,linosteefiess,2025-07-16T08:43:25.000Z,Coretax mnyetttt tolol
284,kcharenina,2025-07-16T08:41:43.000Z,Aduh kalo jd walkot ntr gabisa yapping coretax lagihh
285,nat_diklofenak,2025-07-16T08:35:34.000Z,Akh ada coretax.  Bete gue jing.
286,blckrosesoonday,2025-07-16T08:31:43.000Z,BARU GE GUE BILANG GUE UPDATE CORETAX.. BERULAH KAN DIA HADEHHHHHHHHH
287,says_Mc,2025-07-16T08:06:40.000Z,coretax mempermudah perusahaan  coretax biar semua perusahaan kena denda karena aplikasi sampah
288,mataharipagiiii,2025-07-16T08:04:07.000Z,coretax tai fucek
289,kring_pajak,2025-07-16T08:00:58.000Z,"Hai Kak,  Penggabungan NPWP isteri ke suami bisa dilakukan secara online melalui akun Coretax. Pastikan NPWP suami sudah aktif akun Coretaxnya. Apabila kondisi isteri telah terdaftar di Coretax, maka langkah berikutnya yaitu memasukkan NIK isteri ke dalam  FTU suami sebagai"
290,kring_pajak,2025-07-16T07:57:33.000Z,"Hai, Kak. Mohon maaf atas ketidaknyamanannya. Apakah saat ini masih terkendala? Jika iya, silakan melakukan hal-hal berikut sebelum mengakses laman coretax: 1. Clear cache & cookies pada browser; 2. Gunakan Private atau Incognito Window; 3. Gunakan browser atau perangkat yang"
291,mataharipagiiii,2025-07-16T07:56:15.000Z,telat bayar pajak karena coretax down apakah ttp didenda?  @kring_pajak  tolong dijawab
292,kring_pajak,2025-07-16T07:54:12.000Z,"Hai, Kak.  Untuk melihat detail daftar riwayat pembayaran dapat dicek pada menu Buku Besar dari laman Coretax. Kakak dapat gunakan tombol ""Terapkan Filter"". Selain menggunakan filter berupa NTPN untuk mencari data pembayaran, Kakak juga bisa mengecek di Buku Besar Coretax dengan"
293,peternakunta,2025-07-16T07:51:52.000Z,Halah bacod...coretax aja amburadul gaya gayaan pake AI segala
294,hasvachives,2025-07-16T07:49:26.000Z,another day another has against coretax
295,capitaletrhone,2025-07-16T07:48:23.000Z,coretax babi
296,kring_pajak,2025-07-16T07:48:00.000Z,"Hai, Kak.  Mohon maaf atas ketidaknyamanannya. Sampai dengan saat ini, belum terdapat informasi resmi mengenai kendala bukti potong unifikasi tidak muncul pada pelaporan SPT di akun Coretax wajib pajak. Taxmin menyarankan untuk mencoba langkah berikut sebelum mengakses Coretax"
297,delasnov17327,2025-07-16T07:47:59.000Z,"@kring_pajak  min kalo skrng pembukuan , tapi karena ada kebakaran dan usahanya ga jalan di Juni, apakah bisa balik ke pencatatan lagi ya? Ada pemberitahuan di coretax ga? Di menu apa ya?"
298,maylaafn,2025-07-16T07:47:42.000Z,"emang coretax nggak jelas njirr, tinggal validasi aja eror2 mulu sampe berminggu2. udah kita yg bayar pajak, kita pula yg harus lapor"
299,kring_pajak,2025-07-16T07:45:56.000Z,"Hai, Kak.  1. Apakah kendala muncul saat pengisian Detail Kontak pada menu Aktivasi Akun Wajib Pajak? Jika iya dan muncul tanda silang merah pada kolom email dan nomor HP, maka data yang diinputkan belum sesuai dengan sistem coretax. Silakan masukkan email dan nomor handphone"
300,kring_pajak,2025-07-16T07:37:07.000Z,"Hai, Kak. Mohon maaf atas ketidaknyamanannya. Apakah saat ini masih terkendala? Apabila masih terkendala, mohon dicoba untuk posting SPT kembali dan pastikan datanya sudah muncul. Kakak juga dapat mencoba langkah-langkah berikut sebelum mengakses Coretax: 1. Pastikan menggunakan"
301,kring_pajak,2025-07-16T07:32:37.000Z,"Hai, Kak. Mohon maaf atas ketidaknyamanan yang dialami. perihal perubahan alamat email pada saat aktivasi coretax, Kakak dapat mengajukan perubahan data alamat email melalui contact center di layanan livechat http://pajak.go.id, telepon Kring Pajak 1500200, atau melalui KPP."
302,kring_pajak,2025-07-16T07:30:22.000Z,"Hai, Kak. Mohon maaf atas ketidaknyamanannya.  Apakah untuk pengajuannya sudah sesuai dengan alur berikut ini? Akses melalui Coretax > Silakan masuk ke menu Layanan Wajib Pajak > Layanan Administrasi> Buat Permohonan Layanan Administrasi> Pilih kode AS.06 Surat Keterangan"
303,kring_pajak,2025-07-16T07:27:51.000Z,"Hai, Kak. Mohon maaf atas ketidaknyamanannya. Saat ini permasalahan tersebut sedang ditangani oleh tim terkait. Taxmin menyarankan untuk mencoba langkah berikut sebelum mengakses Coretax kembali: 1. Pastikan koneksi internet stabil; 2. Clear cache & cookies pada browser yang"
304,theblessedjars,2025-07-16T07:27:49.000Z,"Nah kalau impor xml kan detail transaksinya kita yang input sendiri nih kak di xml terus baru diimpor ke coretax. Maksud saya, dengan cara seperti itu, apakah data yang saya input tetap tervalidasi/connect/ngelink dengan data yang ada di djbc?"
305,0jenry1,2025-07-16T07:27:25.000Z,Ku sebulan ga gajian gara2 Coretax.
306,kring_pajak,2025-07-16T07:26:58.000Z,"Hai, Kak.    Mohon maaf atas ketidaknyamanan yang dialami. Gangguan tersebut disebabkan karena load ke server yang sedang tinggi, sebelum mengakses coretax disarankan untuk mencoba langkah berikut:  1. Clear cache & cookies pada browser 2. Gunakan Private atau Incognito Window 3."
307,rsvthaaa,2025-07-16T07:26:23.000Z,@kring_pajak  apakah pembuatan npwp dgn coretax saat ini sudah tidak dapat kartu fisik dri KPP lgi?
308,Sherley_Nirjana,2025-07-16T07:24:35.000Z,"Berarti saat saya mengisi di coretax, DPP nilai lain di thickmart ? Terima kasih."
309,kring_pajak,2025-07-16T07:23:32.000Z,"Hai, Kak. Mohon maaf atas ketidaknyamanannya. Saat ini permasalahan tersebut sedang ditangani oleh tim terkait. Taxmin menyarankan untuk mencoba langkah berikut sebelum mengakses Coretax kembali: 1. Pastikan koneksi internet stabil; 2. Clear cache & cookies pada browser yang"
310,txt_karir,2025-07-16T07:21:04.000Z,Coretax dari awal launching banyak problem bukannya berbenah malah makin minus
311,kring_pajak,2025-07-16T07:12:01.000Z,"Hai, Kak.  Dapat diinformasikan sejak penggunaan Aplikasi Coretax, Wajib Pajak menggunakan kode Otorisasi DJP atau pihak ketiga penyedia jasa penandatangan elektronik sebagai media penandatanganan dokumen elektronik.  Apabila kakak menggunakan Kode Otorisasi DJP, maka kakak cukup"
312,kring_pajak,2025-07-16T07:11:02.000Z,"Hai, Kak. Mohon maaf atas ketidaknyamanannya. Sampai dengan saat ini, belum terdapat informasi resmi mengenai kendala bupot unifikasi hilang atau tidak muncul pada saat pelaporan SPT di akun Coretax wajib pajak. Taxmin menyarankan untuk mencoba langkah berikut  sebelum mengakses"
313,kring_pajak,2025-07-16T07:10:38.000Z,"Hai, Kak.  Mohon maaf atas ketidaknyamanannya. Apakah sampai saat ini Kakak masih mengalami kendala yang sama? Silakan hapus dan buat konsep SPT kembali ya, Kak. Kemudian silakan posting SPT.   Kakak dapat melakukan beberapa langkah berikut sebelum mengakses Coretax:  1. Clear"
314,mangkuvenus,2025-07-16T07:10:01.000Z,coretax udah bisa ges
315,kring_pajak,2025-07-16T07:09:59.000Z,"Hai, Kak. Jika yang kakak maksud terkait bukti potong PPh 26 tanpa menggunakan tarif P3B maka pada kolom Nama Fasilitas dipilih tanpa fasilitas. Namun jika mau menggunakan fasilitas P3B maka harus mengajukan Form DGT terlebih dahulu baru mengajukan E-SKD melalui coretax."
316,pajakpmadua,2025-07-16T07:09:53.000Z,"#KawanPajak apakah sudah aktivasi akun Coretax DJP? Yuks, siapkan diri untuk pelaporan SPT Tahunan PPh 2025 yang akan dilakukan melalui Coretax DJP. Aktivasi akun cukup mudah, terutama bagi kamu yang sudah punya NPWP 16 digit dan akun DJP Online.   Simak selengkapnya pada-"
317,kring_pajak,2025-07-16T07:08:38.000Z,"Hai, Kak  Mohon maaf atas ketidaknyamanannya. Saat ini atas kendala tersebut sedang dalam penanganan tim teknis terkait ya, Kak. Silakan lakukan pengecekan secara berkala. Sebelum mengakses coretax disarankan untuk mencoba langkah berikut:  1. Clear cache & cookies pada browser;"
318,kring_pajak,2025-07-16T07:07:28.000Z,"Hai, Kak.  Pada Aplikasi Coretax untuk kompensasi LB akan secara otomatis muncul di SPT normal masa berikutnya yang belum terlapor dan LB tersebut tidak akan masuk ke SPT yang statusnya pembetulan ya, Kak.  Jika pada dashboard kompensasi belum muncul, mohon menunggu dan cek"
319,kring_pajak,2025-07-16T07:07:08.000Z,"Hai, Kak. Dokumen bukti potong yang diterbitkan oleh pemberi kerja kepada karyawan (penerima penghasilan) akan otomatis masuk ke akun coretax pribadi penerima penghasilan tersebut pada menu Portal Saya, kemudian pilih Dokumen Saya.  Kemudian silahkan Kakak klik “Hasilkan"
320,dikanchut,2025-07-16T07:01:22.000Z,Wgwgwg coretax lagi
321,kring_pajak,2025-07-16T06:59:39.000Z,"Hai, Kak. Untuk mekanisme uang muka (barang non mewah) di sistem coretax, silahkan centang uang muka terlebih dahulu pada saat pembuatan Faktur Pajak Keluaran dan ketika Kakak menambahkan detail barang/jasa untuk harga satuan silahkan diisikan sesuai dengan nilai kontrak yang"
322,askmearmything,2025-07-16T06:39:59.000Z,"Iyaa ini tuh masalah di sistem coretaxnya. Ini yang bikin aku murka banget. Udahlah dari Januari masih error mulu, kita udah sabar2, eh pake dicolek pula dengan surat yang nyata2 salah mereka. Kesabaran kalo denger kata coretax tuh kayak udah setipis tisu"
323,DwikiAuditya,2025-07-16T06:39:51.000Z,"On terus ya yg msh ada kendala pembuatan npwp badan (gabisa klik lanjut) bisa lanjut ketok DM, d bantu proses krg dr 1jam...  #zonauang #zonajajan #npwp #coretax"
324,remmark5,2025-07-16T06:39:32.000Z,coretax emang sebapukkk itu coy
325,kring_pajak,2025-07-16T06:34:39.000Z,"Hai, Kak.  Apakah sampai saat ini Kakak masih mengalami kendala yang sama? Silakan hapus dan buat konsep SPT kembali ya, Kak. Kemudian silakan posting SPT juga untuk SPT Masa PPh Pasal 21.  Kakak dapat melakukan beberapa langkah berikut sebelum mengakses Coretax: 1. Clear cache"
326,mad_worlddd,2025-07-16T06:33:21.000Z,"Hai, Kak. Mohon maaf atas ketidaknyamanannya. Saat ini permasalahan tersebut sedang ditangani oleh tim terkait. Taxmin menyarankan untuk mencoba langkah berikut sebelum mengakses Coretax kembali:  1. Pastikan koneksi internet stabil;  2. Clear cache & cookies pada browserrrrrrrrr"
327,kring_pajak,2025-07-16T06:30:15.000Z,"Hai, Kak. Mohon maaf atas ketidaknyamanannya. Saat ini permasalahan tersebut sedang ditangani oleh tim terkait.  Taxmin menyarankan untuk mencoba langkah berikut sebelum mengakses Coretax kembali:  1. Pastikan koneksi internet stabil; 2. Clear cache & cookies pada browser yang"
328,ninaaboboo_,2025-07-16T06:26:26.000Z,"website coretax finally berada di jalan yang benar, gua hampir muntah paku ngadepinnya dari kemarin"""
329,akudillaaa__,2025-07-16T06:22:04.000Z,emang taik bgt ini web udah paling bener pelaporan pake sistem yg dulu malah ngide ganti coretax
330,uwuwqwq,2025-07-16T06:18:55.000Z,"mjb kak, kemarin klienku jg dapet surat teguran persis gini wkwk trs aku lgsng buat surat tanggapan terkait teguran itu dan bukti²nya. sampe kpp, helpdesk bingung, AR bingung endingnya suruh untuk diabaikan aja krn coretax masih dalam penyempurnaan (sudah kuduga)"
331,heecherrydan,2025-07-16T06:17:35.000Z,"coretax ini kaya anjing ya, tiap bulan ada aja errornya"
332,puri__nim,2025-07-16T06:16:17.000Z,temen gue yang nanganin coretax di kantor dia aja sampe gumoh trs pengen resign dasar aplikasi dzolim
333,coorsair,2025-07-16T06:09:09.000Z,kocak abis nih web coretax udh setengah tahun lebih jg
334,bluefeathersy,2025-07-16T06:09:03.000Z,Coretax ni emg asu. Nyusahin kerjaan aja sumpah
335,EhXabiiru,2025-07-16T06:08:20.000Z,Coretax anjjjjjjjjjj
336,WillCrucioYou,2025-07-16T06:04:03.000Z,"Deep down masih percaya, kalau tujuan bikin coretax buat ngancurin negara sendiri, negara waras mana yg sengaja bikin apps, biar pendapatan negara sendiri turun? They trying to reset this country"
337,kejari_sampang,2025-07-16T06:03:29.000Z,"Bertempat di KP2KP Sampang, Kajari Sampang Ibu. Fadilah Helmi, S.H., M.H., CSSL., didampingi Bpk. Athur Maralaut Silalahi, S.H., M.H., selaku Kasi Datun menghadiri sekaligus menjadi narasumber pada kegiatan Sosialisasi Sistem Inti Administrasi Perpajakan (coretax)"
338,literabadi,2025-07-16T06:03:03.000Z,coretax: bawel km
339,mbelgedesman,2025-07-16T05:59:28.000Z,Aplikasi coretax tolil iki lapo maneh cok
340,faridzdzdz,2025-07-16T05:58:32.000Z,"perkara notebook aja kejagung bisa ikut masuk, itu coretax knp adem ayem aja ya, minimal bpk harusnya udh mantau tuh krn proyek triliunan tp kualitas ruko"
341,ArthurianWitch,2025-07-16T05:58:22.000Z,Sistem mahal kualitas sampah  Siapapun orang dibalik coretax ini tak harap membusuk di neraka
342,kkamahao_pii,2025-07-16T05:57:53.000Z,eh bukannya masa peralihan dari djp online ke coretax itu ga dikenakan sanksi administrasi ya? kok tbtb dapet surat? mengingat saat awal tahun coretax sampah abis.
343,sleepybijes,2025-07-16T05:53:07.000Z,Lah masih error coretax
344,breathehi,2025-07-16T05:52:51.000Z,Coretax monyet
345,karambia007,2025-07-16T05:52:20.000Z,Cina dengan anggaran yang sama bisa bikin deepseek kalau Indognesia masterpiece nya coretax
346,ryeowinn,2025-07-16T05:52:19.000Z,Nih coretax bisa gk sih gk lemot. Emosi. Udah ngisi banyak tinggal submit tiba2 webnya gk bisa. Angjing
347,pastmadnight,2025-07-16T05:48:51.000Z,jir lah coretax
348,dillmorales,2025-07-16T05:48:40.000Z,"coretax emg web sampah, di kantor kerjaannya bikin emosi doang gegara error mulu"
349,samsarigged,2025-07-16T05:47:46.000Z,"itu cara mudah bagi negara untuk majakin masyarakat. Cara lebih susah (tapi lebih proper dan bermanfaat)? FORMALISASI EKONOMI. INDUSTRIALISASI. Tax rate merosot kek gini salah siapa? Salah satunya coretax, dua, pemberitaan2 ttg petugas pajak, tapi utamanya adalah BROKEN TAXING:"
350,biutfly,2025-07-16T05:47:38.000Z,coretax gk bisa dibuka kh?!?!
351,auditopinion,2025-07-16T05:32:10.000Z,"@kring_pajak  saya baru buat NPWP, status NPWP saya belum aktif SPDN. sudah saya coba hasilnya seperti ini, solusinya bagaimana ya? tapi saya sudah bisa login ke coretax dan NPWP nya."
352,Sage_Oncom,2025-07-16T05:29:51.000Z,benerinnn coretax wooooyyy
353,mrzkyrmdn,2025-07-16T05:28:35.000Z,hadeuh coretax
354,areumdvwnme_,2025-07-16T05:28:11.000Z,"Masih kemusuhan sm si coretax"" ini yg mgide siapa sih, sistem bapuk dipaksain, minimal dimaximize dlu lahh. Awal thn ngurus pph pengalihan hak sistem bosok, awal bln ini ngurus bphtb masih bosok. Hobi nyusahin org mulu, jdi wni terdholimi trs"
355,daffarayhanz_,2025-07-16T05:24:20.000Z,apalah apalah  coretax eror coretax yg ngasi denda   kocak
356,abengsss,2025-07-16T05:18:36.000Z,Numpang:  Coretax kontol
357,_Agvrl,2025-07-16T04:58:43.000Z,"pakai web coretax kalo di aku apknya suka error jadi langsung ke kantor pajak ajaa,, dan buat disana, soalnya ada elemen-elemen yg aku gatau harus diisi apa kalo kesana langsung kan bisa diajarin sekali cuci mata"
358,ytdw_,2025-07-16T04:58:04.000Z,No excuse di era coretax wajib hukumnya rutin cek portal dokumen karena surat cinta sudah dikirim dan terekam disana. negara mana mau tau fisik surat diterimanya kapan pokoknya yang penting WP bayar bayar bayarrrr~
