id,author_id,created_at,text
359,michyoganee,2025-07-16T04:58:00.000Z,semoga diresmikan 2026 kata monyet diganti coretax
360,ferrycsid,2025-07-16T04:50:45.000Z,"Sampe sekarang masih males-malesan ngadepin coretax karena selalu kepikiran ""ini aku yg goblok rata kiri apa emang sistemnya masih banyak yg harus dibenerin"""
361,askmearmything,2025-07-16T04:49:22.000Z,"Emang, ini kayaknya karena ada dispensasi yang selama 3 bulan pertama itu.   Cuma tetep aja 6 bulan ngampet emosi gegara coretax yang ada aja errornya terus. Eh ngeliat surat yang sebenernya salah mereka tuh bener2 jadi meledak rasanya."
362,rifkialfahrizal,2025-07-16T04:40:35.000Z,"@kring_pajak  min jika Suami Pekerja Bebas dan Istri manjadi PIC Coretax di Badan Usaha selama ini memiliki NPWP masing2, untuk penggabungan NPWPnya bagaimana ya caranya? Apakah setelah NPWP digabungkan, istri masih bisa menjadi PIC di Badan Usaha?"
363,jahyvns,2025-07-16T04:37:37.000Z,"@kring_pajak  mau tanya, kalau misalnya kita buat faktur pajak keluaran, terus emailnya itu - @npwp .com, berarti ini faktur pajaknya bakal terdaftar di sistem coretax mereka gak ya? terima kasih"
364,Sherley_Nirjana,2025-07-16T04:30:42.000Z,@kring_pajak  : Bgmn langkah membuat FP dengan kode No.Seri 090 di coretax? Bgmn mengisinya di Coretax untuk DPP dan PPN nya? Apakah perlu centang DPP Nilai lain agar PPN nya bisa 11%? Terima kasih.
365,tadeanz,2025-07-16T04:30:36.000Z,kalo bisa teriak kontol gua udah teriak dari tadi anjritt coretax sialan
366,askmearmything,2025-07-16T03:12:56.000Z,"Pagi2 bikin gw ngamuk aja  @kring_pajak  . SISTEM LU YANG SAMPAH, ORANG LAIN YANG SURAT TEGURAN.  Jangan berani2 lu sebut itu bisa diabaikan !!! Gw gak tolol, udah paham. Tapi ini harusnya lu yang belajar ! APLIKASI CORETAX PERUSAK KERJA ORANG ITU YANG HARUSNYA LU BENAHI !!!!"
367,kring_pajak,2025-07-16T03:11:42.000Z,"Hai, Kak.  Mohon kakak pastikan kembali bahwa permohonan perubahan data detil bank telah dilakukan dengan langkah-langkah yang benar melalui Coretax: menu Portal Saya > Perubahan Data > Identitas Wajib Pajak > centang Perbarui Rekening Bank Utama > lampirkan dokumen pendukung >"
368,kring_pajak,2025-07-16T03:09:02.000Z,"Hai, Kak. Apakah yg Kakak maksud pembubuhan e-meterai melalui aplikasi coretax? Jika iya, Pembubuhan e-meterai tidak dapat dilakukan di aplikasi coretax, Pembelian dan pembubuhan e-meterai dapat dilakukan melalui laman http://e-meterai.co.id. Tks*Tian"
369,BellaFelani614,2025-07-16T03:08:12.000Z,"@kring_pajak  min, ini gimana Coretax masih Error selama 2 Minggu?"
370,kring_pajak,2025-07-16T03:07:38.000Z,"Hai, Kak.  Di template file impor Coretax tidak ada kode objek pajak 21-100-11. Untuk membuat bukti potong dengan kode objek pajak 21-100-11, kakak dapat membuat bukti potong dengan kode objek pajak tersebut secara langsung di aplikasi Coretax ya.  Cara pembuatan bukti potong"
371,kring_pajak,2025-07-16T03:04:10.000Z,"Hai, Kak.   Mohon maaf atas ketidaknyamanannya.  Silakan mencoba hal-hal berikut sebelum mengakses laman Coretax:    1. Bersihkan cache & cookies di browser yang digunakan;    2. Gunakan mode New Incognito Window pada browser Chrome atau New Private Window pada browser Mozilla"
372,EnforceA_info,2025-07-16T03:03:11.000Z,"10 Juli 2025, kuliah umum seru bareng #EnforceA & SWINS:  ""Sinergi Mahasiswa & UMKM di Era Pajak Digital""  Rifki Saputra, SST. Pa., M.Ak., BKP bakal kasih insight soal Coretax DJP & cara efisien ngurus pajak di dunia digital!   #PajakDigital #SWINS #UMKM #Coretax #Tax"
373,kring_pajak,2025-07-16T02:46:07.000Z,"Hai, Kak.  Apakah WNA tersebut masih berstatus sebagai Subjek Pajak Dalam Negeri (SPDN)?  Jika iya, atas Orang Pribadi tersebut silakan setor sendiri PPh Final atas Pengalihan Tanah dan/atau Bangunan dengan membuat kode billing melalui Coretax dengan cara: 1. Login ke laman"
374,me_heni,2025-07-16T02:45:23.000Z,"Sama2 ka, semakin hari semakin eror coretax"
375,kring_pajak,2025-07-16T02:41:15.000Z,"Hai, Kak. Bisa ya Kak menggunakan template impor XML, silahkan Kakak dapat mengunduh template impor faktur pajak keluaran, pada laman berikut: https://pajak.go.id/reformdjp/coretax/template-xml-dan-converter-excel-ke-xml…  Tks*Hita"
376,pajakpyb,2025-07-16T02:40:28.000Z,"#KawanPajak, bagi WP Badan dengan tahun buku yang tidak sama dengan tahun kalender (misalnya Agustus 2024–Juli 2025), pelaporan SPT Tahunan PPh Tahun Pajak 2025 sudah dilakukan lewat Coretax mulai Agustus 2025."
377,kring_pajak,2025-07-16T02:38:02.000Z,"Hai, Kak. Jika mengalami kendala seperti itu, maka artinya NIK telah terdaftar sebagai NPWP di Coretax. Penjelasan selengkapnya telah ada di balasan tweet di bawah ini ya, Kak.  Tks*Amma."
378,kring_pajak,2025-07-16T02:36:43.000Z,"Hai, Kak, Mohon maaf atas ketidaknyamanannya. Apakah saat ini masih terkendala? Jika iya, silakan melakukan hal-hal berikut sebelum mengakses laman coretax: 1. Clear cache & cookies pada browser; 2. Gunakan Private atau Incognito Window; 3. Gunakan browser atau perangkat yang"
379,benisapoedtra,2025-07-16T02:35:10.000Z,"Kembalikan coretax ke sistem lama sudah, itu cukup mengangkat pendapatan"
380,kring_pajak,2025-07-16T02:34:44.000Z,"Hai, Kak Dengan ini disampaikan bahwa Wajib Pajak Orang Pribadi (WPOP) WNI yang dapat dibuatkan bukti potong A1 di Coretax adalah WPOP yang NIK-nya telah terdaftar NPWP/registrasi pada Coretax dan WPOP yang sebelumnya memiliki NPWP 15 digit serta sudah melakukan pemadanan NIK."
381,slayzzzieee,2025-07-16T02:30:00.000Z,"waduh ngeri juga yaa, mana dia bilang juga pake sistem coretax gtgt, udh gitu ngomongnya meyakinkan bangett"
382,rudi_mahpuzitax,2025-07-16T02:17:12.000Z,"@kring_pajak  Pagi Min, Mau tanya saya dapat Faktur Pajak Fisik dari Lawan Transaksi dengan nomor yang berbeda ketika saya lihat di coretax, namun ketika saya Download PDF atas Faktur Pajak tersebut sesuai dengan fisiknya,apakah masih bisa dikreditkan Faktur Pajak Tersebut? Thanks"
383,kring_pajak,2025-07-16T02:16:48.000Z,"Hai, Kak. Jika sudah terdaftar NPWP baik melalui laman http://ereg.pajak.go.id, untuk mengakses akun Coretax, Kakak dapat langsung melakukan lupa password atau aktivasi akun Wajib Pajak ya, Kak.  Jika sudah pernah akses DJP Online, silakan ke laman http://coretaxdjp.pajak.go.id > klik"
384,taa_thaaa,2025-07-16T02:15:41.000Z,"@kring_pajak  halo min, ini kan saya ada LB tahun 2024 cuma sampai bln ini kenapa blm muncul di dasbor kompensasi coretax yaa?"
385,tanaka2k001,2025-07-16T02:14:27.000Z,"halo kak , terima kasih sudah menjawab. spt ppn masa januari saya baru berhasil laporkan di awal maret karena saat itu saya sulit mengakses coretax jadi terlewat tanggal . dan sudah mendapat BPE , saya perlu lapor langsung ke kpp?"
386,pajakbireuen,2025-07-16T01:57:23.000Z,"#KawanPajak Mulai 2026, pelaporan SPT Tahunan PPh 2025 dilakukan lewat Coretax DJP. Setelah aktivasi akun, buat Kode Otorisasi/Sertifikat Digital (KO/SD) untuk menandatangani SPT. Caranya? Login ke Coretax DJP > Portal Saya > Permintaan KO/SD."
387,Kec_Gondang,2025-07-16T01:54:47.000Z,"Rabu, 9 Juli 2025 | Kec. Gondang Kecamatan Gondang gelar Bimtek Core Tax bagi Sekdes, Bendahara, dan Kaur Perencanaan se-Kecamatan. Sebagai penguatan kapasitas perangkat desa dalam pengelolaan perpajakan dan administrasi keuangan desa.  #KecamatanGondang #BimtekDesa #CoreTax"
388,kring_pajak,2025-07-16T01:43:16.000Z,"Hai, Kak. Riwayat pembayaran dapat dilihat di menu buku besar di coretax ya, Kak.  Tks*Muna"
389,kring_pajak,2025-07-16T01:41:21.000Z,"Hai, Kak. Apakah ingin akses akun coretax? Jika iya, dan muncul keterangan NIK di duplikasi artinya NIK tersebut sudah terdaftar sebagai NPWP sehingga Kakak tidak perlu untuk memilih menu pendaftaran NPWP lagi.  Untuk mengakses akun coretax, Kakak dapat langsung melakukan lupa"
390,katanyasihbiru,2025-07-16T01:27:33.000Z,"Monyeeet, pagi-pagi udah dibikin kesel sama coretax"
391,peppikoo97,2025-07-16T01:25:38.000Z,Kalau di template file impor coretax memang ga ada kode objek pajak 21-100-11 ya kak?
392,musicaryuki,2025-07-16T01:24:45.000Z,"Kurang dilaporkan min, jadi harus pembetulan. Kalau memang via coretax , akses nya bagaimana ya ?"
393,Onlyhuman284,2025-07-16T01:24:03.000Z,"Info dong, udah ada yang bisa bikin SPT MASA PPN ga ya di Coretax?"
394,PA_Unaaha,2025-07-16T00:51:16.000Z,"Unaaha, 15 Juli 2025 || Rapat koordinasi pelaksanaan coretax dan aplikasi gajiweb secara virtual diikuti oleh Kasubbag. Umum & Keuangan serta Bendahara Pengadilan Agama Unaaha Kelas IB #rapat #koordinasi #coretax @Humas_MA  @DitjenBadilag"
395,pajakpmb,2025-07-16T00:30:06.000Z,"#KawanPajak, bagi WP Badan dengan tahun buku yang tidak sama dengan tahun kalender (misalnya Agustus 2024–Juli 2025), pelaporan SPT Tahunan PPh Tahun Pajak 2025 sudah dilakukan lewat Coretax DJP mulai Agustus 2025."
396,pajakmdygresik,2025-07-15T17:10:53.000Z,"#KawanPajak, bagi WP Badan dengan tahun buku yang tidak sama dengan tahun kalender (misalnya Agustus 2024–Juli 2025), pelaporan SPT Tahunan PPh Tahun Pajak 2025 sudah dilakukan lewat Coretax mulai Agustus 2025."
397,congratzwinava,2025-07-15T15:57:26.000Z,Mumet mumet Coretax akehan polah
398,LaporSPTYUK,2025-07-15T15:35:55.000Z,"lapor spt di akuu, aku bantu perhitungannya dan jugaa aku share file laporannya walaupun pakai eForm. barusan selesai pelaporan SPT freelance+pegawai #laporspt #npwp #spt #coretax #zonauang #zonajajan"
399,afrdyab,2025-07-15T15:26:20.000Z,Gw pake tumblr coretax masih awet walopun bonyok dikit (agak banyak sbnrnya)
400,Fymzoo24,2025-07-15T14:59:23.000Z,cape menghadapi coretax :'(
401,DwikiAuditya,2025-07-15T14:40:17.000Z,"Kartuny msh yg 15digit kah nder blm yg 16digit sesuai nik KTP ? Kalo iya, bisa coba aktivasi d web coretax buat dapet npwp terbaru nya (pastiin email & no hp terdaftar npwp dlu msh sama)"
402,Fortune_IDN,2025-07-15T14:30:00.000Z,"Lapor SPT lewat Coretax Harus Punya Sertifikat Digital, Ini Caranya!"
403,zetsupth,2025-07-15T14:22:31.000Z,reclass aja reclass ga bisa itu kang pajak reclass kantong kiri kanan di sistem  coretax: pala bapak kau reclass nombok nih vendor kemaren aja ga full cair *fitur tidak tersedia
404,Fymzoo24,2025-07-15T14:00:08.000Z,"ttp gabisa min, mau aku reset password juga pengguna ga valid. pdhl udh pernah daftar, tpi cuman ga sampe selesai isi form2 nya. daftarnya sblm coretax 2025 btw min. mau aku coba daftar lagi tpi pas ngisi nik keterangannya identitas dipublikasi. yg artinya kan udh ada akunku"
405,DesiOcin,2025-07-15T13:55:54.000Z,Jejak digital akun ini kl ditelusuri Ngeluh app efaktur (dulu) Ngeluh DJP (dulu) Ngeluh web efaktur (dulu) Ngeluh Coretax (sekarang)
406,ashashaja89,2025-07-15T13:53:19.000Z,"Bisa kak aku pribadi aja belum dipadanin (bikin dari tahun 2022) dan belum dipadanin di djp online , terus kemarin awal coretax masuk aktivasi akun bisa kakk"
407,DwikiAuditya,2025-07-15T13:48:11.000Z,"D web coretax, input data sesuai KK, siapin email sama no hp mnimal pulsa 2rb buat kirim otp"
408,13bchz,2025-07-15T13:36:32.000Z,client yg hobi bgt bayar di hari terakhir feat. coretax yg always eror di hari terakhir
409,alditaaa__,2025-07-15T13:24:42.000Z,"coretax launching 1 januari 2025 kemarin sebagai pengganti djp online, saat setelah launching itu sistemnya ketika dapet id billing dan kita bayar itu uda otomatis terlapor, jd gaperlu masukin lagi NTPN kyk di djp untuk bisa lapor kak, udah disosialisasiin jg 2024 kemarin ama kpp"
410,pajakbengkalis,2025-07-15T12:03:37.000Z,"Melalui kegiatan ini, KPP Pratama Bengkalis berharap dapat mendorong kepatuhan dan ketertiban pelaksanaan kewajiban perpajakan oleh aparatur kecamatan, demi mendukung pembangunan daerah.  #pajakbengkalis #pajakriau #coretax #pajak 3/3"
411,pajakbengkalis,2025-07-15T12:03:29.000Z,"Materi sosialisasi mencakup:  Pembuatan bukti potong  Proses pembayaran pajak  Pelaporan SPT Masa melalui sistem Coretax DJP Dengan pemahaman yang lebih baik, diharapkan proses administrasi pajak berjalan lebih mudah dan akurat.  2/3"
412,pajakbengkalis,2025-07-15T12:03:19.000Z,24 Juni 2025 – KPP Pratama Bengkalis bersama KP2KP Duri mengadakan sosialisasi Coretax DJP bagi Bendahara Pemerintah Kecamatan Talang Muandau. Kegiatan ini jadi bagian dari upaya peningkatan layanan perpajakan di wilayah Kabupaten Bengkalis. 1/3
413,PaTulungagung,2025-07-15T11:56:58.000Z,"Dalam  rangka menyukseskan pelaksanaan sistem perpajakan digital nasional,  Mahkamah Agung Republik Indonesia melalui Badan Urusan Administrasi  menyelenggarakan rapat koordinasi pelaksanaan Coretax dan Aplikasi Gaji  Web."
414,DwikiAuditya,2025-07-15T11:39:22.000Z,"On terus ya yg msh ada kendala pembuatan npwp badan (gabisa klik lanjut) bisa lanjut ketok DM, d bantu proses krg dr 1jam... #zonauang #zonajajan #npwp #coretax"
415,Lazy_Cure,2025-07-15T11:01:21.000Z,Sudah bisa kak. Bisa sendiri tanpa submit. Aneh sih emang coretax.
416,kp2kpsibuhuan,2025-07-15T10:44:01.000Z,"#KawanPajak, bagi WP Badan dengan tahun buku yang tidak sama dengan tahun kalender (misalnya Agustus 2024–Juli 2025), pelaporan SPT Tahunan PPh Tahun Pajak 2025 sudah dilakukan lewat Coretax mulai Agustus 2025.  Pastikan akun WP Badan dan PIC sudah aktif, serta Kode Otorisasi DJP"
417,kring_pajak,2025-07-15T09:46:22.000Z,"Hai, Kak.  Apakah yang dimaksud Kakak adalah saat ini sudah melakukan pembayaran atas kode billing PPh Pasal 21 namun status SPT masih menunggu pembayaran? Jika iya, apabila atas kode billing yang telah Kakak bayar sudah keluar NTPN, tetapi status SPT di Coretax masih masuk di"
418,kring_pajak,2025-07-15T09:44:04.000Z,"Hai, Kak.  Apakah dengan adanya perubahan nama direktur tersebut menyebabkan perubahan pada pengurus/penanggungjawab perusahaan? Apabila iya dan PIC akun Coretax perusahaan juga berubah, silakan mengubah data PIC pada menu Pihak Terkait, silakan login ke Coretax PIC/Badan >"
419,rrawanji,2025-07-15T09:43:47.000Z,Coretax stop nyebelin bisa GAK
420,kring_pajak,2025-07-15T09:42:45.000Z,"Hai, Kak.  Apakah transaksi yang dimaksud terkait pemanfaatan Jasa Luar Negeri di dalam daerah pabean?  Jika iya, untuk pembuatan billing PPN JLN/BKPTB, silakan menggunakan kode KAP-KJS 411212-101. Kode billing dapat dibuat melalui Coretax pada menu Pembayaran > Layanan Mandiri"
421,FeiHung2712,2025-07-15T09:37:44.000Z,@kring_pajak  surat kuasa ga bisa dibubuhkan materai di coretax karena ada error plese lah min diperbaiki
422,bumblebibu,2025-07-15T09:37:34.000Z,"@kring_pajak  hi kak, untuk perpanjang sertifikat elektronik apakah masih diwajibkan? Mengingat sekarang sudah ada penggunaan coretax. Dan apabila tidak perpanjang tapi tiba2 ada pembetulan spt apakah harus pengajuan ulang?"
423,kring_pajak,2025-07-15T09:36:40.000Z,"Hai, Kak.  Dalam coretax, yang menjadi PIC defaultnya adalah penanggung jawab utama perusahaan pada DJP Online.   Pada dasarnya, yang mewakili WP Badan untuk menjalankan hak dan kewajiban perpajakan adalah pengurus sesuai penjelasan di Pasal 32 UU KUP stdtd UU HPP.  Sepanjang WNA"
424,echanwifeuuu,2025-07-15T09:31:31.000Z,Jika Muncul STP karena telat lapor dan telat setor apa bisa buat permohonan penghapusan sanksi karna coretax nya bermasalah?
425,alditaaa__,2025-07-15T09:30:02.000Z,"udah pake akun coretax pic utama tetep ga muncul min, sepertinya di yg lain jg kasusnya serupa"
426,pajakyogyakarta,2025-07-15T09:22:53.000Z,"Pertama, berikut langkah untuk membuat Kode Otorisasi/ Sertifikat Digital melalui Coretax."
427,pajakyogyakarta,2025-07-15T09:22:50.000Z,"#KawanPajak Mulai 2026, pelaporan SPT Tahunan PPh 2025 dilakukan lewat Coretax DJP. Setelah aktivasi akun, buat Kode Otorisasi/Sertifikat Digital (KO/SD) untuk menandatangani SPT. Caranya? Login ke Coretax DJP > Portal Saya > Permintaan KO/SD.   Simak langkah lengkapnya yuk! ---"
428,kring_pajak,2025-07-15T08:32:54.000Z,"Hai, Kak.  Bukti potong/pungut  PPh yang telah diterbitkan oleh pemotong/lawan transaksi melalui Coretax dapat Kakak cek melalui menu Portal Saya > Dokumen Saya. Jika bukti potong tidak muncul, silakan klik 'refresh' untuk dilakukan sinkronisasi data. Apabila tetap tidak muncul,"
429,ConsultingBts,2025-07-15T08:30:50.000Z,"Mulai 2026, pelaporan SPT Tahunan Tahun Pajak 2025 dilakukan lewat sistem Coretax DJP. Setelah aktivasi akun, wajib pajak wajib memiliki KO/SD (Kode Otorisasi/Sertifikat Digital) untuk bisa menandatangani SPT secara elektronik."
430,kring_pajak,2025-07-15T08:29:24.000Z,"Hai, Kak.  Mohon maaf atas ketidaknyamanannya. Terkait kendala tersebut, disarankan Kakak mencoba hal-hal berikut sebelum mengakses Coretax kembali:  1. Bersihkan cache & cookies di browser yang digunakan; 2. Gunakan mode New Incognito Window pada browser Chrome atau New Private"
431,RohmaaRohmaa,2025-07-15T08:28:27.000Z,Saya coba perbarui lewat coretax ketika di klik validasi muncul notif seperti ini
432,kring_pajak,2025-07-15T08:28:20.000Z,"Hai, Kak. Retur pajak masukan pada sistem Coretax hanya dapat direkam pada data Pajak Masukan dengan status pengkreditan CREDITED/UNCREDITED.  Jika Pajak Masukan tersebut belum dikreditkan, silakan pilih (berikan ceklis) pada Pajak Masukan yang bersangkutan, dan tekan tombol"
433,farid_hendro,2025-07-15T08:26:55.000Z,"NPWP sudah punya , yang belum punya hanya akun DJP dan Efin aja , untuk nanti di pakai buat daftar coretax"
434,kring_pajak,2025-07-15T08:25:57.000Z,"Hai, Kak. Untuk kendala gagal login, harap memastikan hal-hal sebagai berikut: 1. Apabila sudah memiliki akun DJP Online sebelum tahun 2025, silahkan klik Lupa Kata Sandi? di laman coretax; 2. Isi ID Pengguna dengan NIK bagi Orang Pribadi dan NPWP 16 digit bagi Badan; 3. Pada"
435,kring_pajak,2025-07-15T08:20:38.000Z,"Hai kak. Mohon maaf atas kendala yang dialami. Apakah saat ini Kakak masih mengalami kendala tersebut? Jika ya, pastikan dahulu NIK atas Wajib Pajak tersebut sudah diaktivasi atau sudah terdaftar di Coretax ya.  Selain itu silakan coba langkah berikut sebelum mengakses Coretax"
436,GusEnzo_,2025-07-15T08:18:29.000Z,"@kring_pajak  min saya ada pembatalan fp, untuk mendapatkan nota pembatalan di coretax itu harus bagaimana yaa?"
437,starymoont,2025-07-15T08:13:37.000Z,Ini coretax lu jangan nyebelin terus ye anjing
438,RohmaaRohmaa,2025-07-15T08:09:33.000Z,"Ini berkaitan dg perpanjangan sertel, jadi nama penanda tangan di efaktur ada penambahan gelar, ketika di perbarui di coretax apakah nantinya akan berubah juga di penandatangan di efaktur desktop dan djp online ?"
439,guitarisvt,2025-07-15T08:09:28.000Z,Cara ngecek di npwp akun PIC gimana ya bg? Di menu apa kalau di coretax? Soalnya email gak ada yg masuk sama sekali. Udah terlanjur gw refresh dan ngulang dari awal.
440,pajakmanna,2025-07-15T08:05:17.000Z,"Annual Income Tax Return filing for Tax Year 2025 must be done via Coretax starting August 2025.  Make sure both company and PIC accounts are active, and the DJP Authorization Code (KODJP) has been created and validated."
441,pakotakediri,2025-07-15T08:02:30.000Z,"Rakor Coretax Digelar, PA Kediri Siap Berbenah dan Berkobar  Kediri, 14 Juli 2025 ==> https://pa-kediri.go.id"
442,bitnaster,2025-07-15T07:54:09.000Z,1 - 10 seberapa stress kamu ngadepin coretax?  100
443,matchaaagirll,2025-07-15T07:51:27.000Z,ada yang bisa bantu lapor pajak 21 di coretax ga #zonauang
444,Nihcio,2025-07-15T07:49:55.000Z,"@kring_pajak  halo min, apabila mengajukan  laporan triwulan angsuran PPh25 utk WP Badan Asuransi mrlalui Coretax, apakah perlu menunggu persetujuan DJP atau hanya otomatisasi by sistem?"
445,hammybrownsugar,2025-07-15T07:47:02.000Z,"kata gua teh coretax kudu banyak muhasabah diri, sadar ga sih woy sampe skrng aja masih nyusahin penggunanya. yg muter2 doang lah, yg tiba2 ke logout, kek lu ngapaaa gua tanyaaaaaaaaaa Allahuuuuu"
446,junhoeluvvv,2025-07-15T07:37:02.000Z,Saya cek di coretax tdk ada FP pengganti nyaa..
447,siegrienijekiel,2025-07-15T07:36:56.000Z,Sudah 7 bulan dan coretax masih eror. Semoga Allah balas kalian pemerintah dzolim dan siapapun yg punya campur tangan membuat coretax. Allah beri hukuman pedih pada kalain karena sudah menyusahkan pekerjaan orang lain.
448,kring_pajak,2025-07-15T07:30:32.000Z,"Hai, Kak. Terkait status error ketika mengimpor file xml Bukti potong A1 di Coretax, dipastikan terlebih dahulu: 1. Template excel impor XML diunduh di http://pajak.go.id/reformdjp/coretax…, pilih Bukti Pemotongan A1 (BPA1)  2. Untuk NPWP Pemotong adalah NPWP 16 digit dari NPWP Pemotong di"
449,nijistan,2025-07-15T07:26:44.000Z,Ada mutual yg kerja di bagian admin dan bs make coretax g ya?
450,kring_pajak,2025-07-15T07:25:24.000Z,"Hai, Kak. Atas kendala sistem yang terjadi dan telah ditangani oleh tim IT maka akan dilakukan proses sinkronisasi data pada sistem Coretax sehingga data yang sebelumnya terkendala/ tidak muncul menjadi muncul pada sistem ya, Kak.  Tks*Wati"
451,kring_pajak,2025-07-15T06:59:00.000Z,"Hai, Kak.  Mohon maaf atas ketidaknyamanannya. Mohon cek kembali data yang Kakak isi pada file impor tersebut. Mohon pastikan sudah menggunakan format XML yang terbaru dan sesuai dengan jenis bukti potongnya ya, Kak. Format dapat Kakak unduh melalui https://pajak.go.id/reformdjp/coretax/template-xml-dan-converter-excel-ke-xml…."
452,kring_pajak,2025-07-15T06:54:19.000Z,"Hai, Kak. Perubahan data berupa pihak terkait seharusnya tidak mempengaruhi fitur eBupot. Silakan dipastikan apakah sudah login menggunakan akun Coretax PIC (atau pihak yang sudah diberi akses untuk pembuatan bukti potong, penandatanganan dsb) lalu impersonate akun Coretax Badan."
453,kring_pajak,2025-07-15T06:47:51.000Z,"Hai, Kak, Mohon maaf atas ketidaknyamanan yang dialami. Saat ini atas kendala tersebut sedang dalam penanganan tim teknis terkait ya, Kak. Silakan lakukan pengecekan secara berkala. Sebelum mengakses coretax disarankan untuk mencoba langkah berikut: 1. Clear cache & cookies pada"
454,itscorazonn,2025-07-15T06:47:31.000Z,"harus pake upload format Xml kak, ntar coba download converter sama template Xml. ntar kalo udah didownload diextrak aja, kalo udah buka yang excel file diconverter.  https://pajak.go.id/id/reformdjp/coretax/template-xml-dan-converter-excel-ke-xml…"
455,kring_pajak,2025-07-15T06:46:32.000Z,"Hai, Kak, Mohon maaf atas ketidaknyamanan yang dialami. Saat ini atas kendala tersebut sedang dalam penanganan tim teknis terkait ya, Kak. Silakan lakukan pengecekan secara berkala. Sebelum mengakses coretax disarankan untuk mencoba langkah berikut: 1. Clear cache & cookies pada"
456,urfateeeee,2025-07-15T06:42:06.000Z,"Ooh iya.. Itu pajak jual beli aset. Kalo semacam itu biasanya emang laporan masih pake cara lama kak, alias ndak otomatis kayak di sistem coretax sekarang. Semangat ya kak.."
457,kring_pajak,2025-07-15T06:40:31.000Z,"Hai, Kak. Sesuai Pasal 1 nomor 26 UU PPN s.t.d.t.d UU Nomor 6 tahun 2023, Nilai Ekspor adalah nilai berupa uang, termasuk semua biaya yang diminta atau seharusnya diminta oleh eksportir (termasuk freight). Jika sudah dipastikan data prepopulated yang muncul di Coretax salah dan"
458,illuzoire,2025-07-15T06:33:13.000Z,"BUSEETTT WAKKK, gua lgi kerja bersama coretax"
459,kring_pajak,2025-07-15T06:25:32.000Z,"Hai, Kak. Silakan pastikan faktur pajak keluaran statusnya sudah Approved di dashboard pajak keluaran ya. Kemudian, klik posting SPT (di bawah header induk SPT) hingga tertanggal pada saat proses posting dilakukan.sebelum mengakses Coretax silakan: 1. Clear cache & cookies pada"
460,powerchocobo,2025-07-15T06:24:35.000Z,coretax anjg
461,kring_pajak,2025-07-15T06:20:06.000Z,"Hai, Kak.  Pastikan pada saat melakukan tambah transaksi untuk mengisi detail BKP sudah memilih tipe Barang dan nama Barang sehingga untuk satuan ukur Kilogram (Kg) akan tersedia di sistem coretax.  Tks*Eita"
462,kring_pajak,2025-07-15T06:20:03.000Z,"Hai, Kak. Mohon maaf atas ketidaknyamanannya. Sampai dengan saat ini, belum terdapat informasi resmi mengenai kendala bupot PPh 21/26 hilang atau tidak muncul pada saat pelaporan SPT di akun Coretax wajib pajak. Kakak dapat mencoba langkah berikut sebelum mengakses Coretax"
463,ljweeyn,2025-07-15T06:19:18.000Z,Semisalnya penagihan 1 minggu Rp 65.019.000 dengan PPN Rp 7.15.090 total Rp 72.171.090 Secara teknis faktur keluaran dalam Coretax harus memakai kode tranksaksi 03 atau 04?
464,guitarisvt,2025-07-15T06:14:03.000Z,Coretax kalo bentuknya orang udah babak belur anying daritadi
465,kring_pajak,2025-07-15T06:06:34.000Z,"Hai, Kak.   Untuk Orang Pribadi, notifikasi tidak ditemukan pada laman http://coretaxdjp.pajak.go.id saat membuat bukti potong disebabkan karena atas NPWP/ NIK tersebut belum pemadanan/belum aktivasi NIK sebagai NPWP/belum registrasi akun Coretax.   Apabila pihak tersebut telah"
466,kring_pajak,2025-07-15T06:00:45.000Z,"Hai, Kak. Untuk pembuatan Faktur Pajak sejak berlakunya coretax, jika pembeli adalah Orang Pribadi yang sudah memiliki NPWP maka silakan input identitas pembeli pada Faktur Pajak dengan menggunakan NIK pada kolom NPWP.  Tks*Rari"
